batter,date,venue,bowling_team,recent_form,venue_performance,opponent_performance,overall_average,future_runs
DPMD Jayawardene,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,23.17948717948718,15.125,17.142857142857142,23.17948717948718,45.0
B Lee,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,6.526315789473684,6.25,6.75,6.526315789473684,14.0
MF Maharoof,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,12.642857142857142,9.5,4.4,12.642857142857142,39.0
KD Karthik,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,20.78540772532189,18.333333333333332,25.318181818181817,20.78540772532189,2.0
SM Katich,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,21.90909090909091,48.0,47.5,21.90909090909091,3.0
SM Pollock,2008-04-27,Dr DY Patil Sports Academy,Deccan Chargers,18.375,32.0,31.0,18.375,33.0
S Dhawan,2008-04-27,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,30.6289592760181,17.8,30.541666666666668,30.6289592760181,50.0
DJ Bravo,2008-04-27,Dr DY Patil Sports Academy,Deccan Chargers,14.181818181818182,15.0,22.25,14.181818181818182,64.0
MEK Hussey,2008-04-28,M Chinnaswamy Stadium,Royal Challengers Bangalore,34.08620689655172,26.5,31.22222222222222,34.08620689655172,14.0
Z Khan,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,4.333333333333333,5.5,7.8,4.333333333333333,0.0
V Kohli,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,32.84426229508197,32.310344827586206,32.90625,32.84426229508197,1.0
SK Raina,2008-04-28,M Chinnaswamy Stadium,Royal Challengers Bangalore,27.68,17.333333333333332,24.20689655172414,27.68,3.0
ML Hayden,2008-04-28,M Chinnaswamy Stadium,Royal Challengers Bangalore,34.59375,22.5,34.666666666666664,34.59375,44.0
P Kumar,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,5.964912280701754,8.454545454545455,7.0,5.964912280701754,6.0
R Dravid,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,26.51219512195122,20.214285714285715,23.083333333333332,26.51219512195122,38.0
DW Steyn,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,5.0606060606060606,2.5,5.0,5.0606060606060606,1.0
MV Boucher,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,17.130434782608695,7.875,9.25,17.130434782608695,31.0
W Jaffer,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,16.25,25.0,50.0,16.25,10.0
LRPL Taylor,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,18.833333333333332,24.2,20.11111111111111,18.833333333333332,29.0
B Chipli,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,13.333333333333334,6.666666666666667,11.666666666666666,13.333333333333334,10.0
B Akhil,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,6.909090909090909,2.5,2.6666666666666665,6.909090909090909,3.0
JH Kallis,2008-04-28,M Chinnaswamy Stadium,Chennai Super Kings,25.54736842105263,24.25,22.857142857142858,25.54736842105263,54.0
MS Dhoni,2008-04-28,M Chinnaswamy Stadium,Royal Challengers Bangalore,22.99561403508772,38.625,27.06451612903226,22.99561403508772,32.0
PA Patel,2008-04-28,M Chinnaswamy Stadium,Royal Challengers Bangalore,20.941176470588236,11.5,13.125,20.941176470588236,21.0
RT Ponting,2008-04-29,Eden Gardens,Mumbai Indians,10.11111111111111,9.5,19.0,10.11111111111111,28.0
AB Agarkar,2008-04-29,Eden Gardens,Mumbai Indians,9.944444444444445,5.0,8.0,9.944444444444445,20.0
AM Rahane,2008-04-29,Eden Gardens,Kolkata Knight Riders,27.146198830409357,16.0,25.681818181818183,27.146198830409357,10.0
M Kartik,2008-04-29,Eden Gardens,Mumbai Indians,8.071428571428571,16.0,11.666666666666666,8.071428571428571,17.0
DJ Hussey,2008-04-29,Eden Gardens,Mumbai Indians,21.672131147540984,20.384615384615383,22.555555555555557,21.672131147540984,42.0
MK Pandey,2008-04-29,Eden Gardens,Kolkata Knight Riders,24.424050632911392,21.107142857142858,21.307692307692307,24.424050632911392,3.0
BB McCullum,2008-04-29,Eden Gardens,Mumbai Indians,26.440366972477065,26.266666666666666,29.6875,26.440366972477065,1.0
Mohammad Hafeez,2008-04-29,Eden Gardens,Mumbai Indians,8.0,6.25,3.5,8.0,13.0
DJ Bravo,2008-04-29,Eden Gardens,Kolkata Knight Riders,14.181818181818182,20.142857142857142,16.444444444444443,14.181818181818182,2.0
DB Das,2008-04-29,Eden Gardens,Mumbai Indians,13.818181818181818,18.454545454545453,12.8,13.818181818181818,11.0
SC Ganguly,2008-04-29,Eden Gardens,Mumbai Indians,24.089285714285715,35.46666666666667,18.125,24.089285714285715,51.0
RV Uthappa,2008-04-29,Eden Gardens,Kolkata Knight Riders,31.0,28.975,20.214285714285715,25.14720812182741,22.0
ST Jayasuriya,2008-04-29,Eden Gardens,Kolkata Knight Riders,17.2,18.0,31.0,25.6,34.0
LR Shukla,2008-04-29,Eden Gardens,Mumbai Indians,12.272727272727273,12.75,13.0,12.272727272727273,2.0
MV Boucher,2008-04-30,Feroz Shah Kotla,Delhi Daredevils,17.0,31.0,19.75,17.130434782608695,16.0
Shoaib Malik,2008-04-30,Feroz Shah Kotla,Royal Challengers Bangalore,10.4,3.0,6.0,10.4,24.0
V Sehwag,2008-04-30,Feroz Shah Kotla,Royal Challengers Bangalore,26.23076923076923,28.272727272727273,21.25,26.23076923076923,71.0
KD Karthik,2008-04-30,Feroz Shah Kotla,Royal Challengers Bangalore,20.78540772532189,25.818181818181817,17.958333333333332,20.78540772532189,28.0
V Kohli,2008-04-30,Feroz Shah Kotla,Delhi Daredevils,10.0,47.857142857142854,42.27777777777778,32.84426229508197,38.0
MK Tiwary,2008-04-30,Feroz Shah Kotla,Royal Challengers Bangalore,20.42168674698795,22.7,18.363636363636363,20.42168674698795,5.0
W Jaffer,2008-04-30,Feroz Shah Kotla,Delhi Daredevils,16.25,10.0,10.0,16.25,44.0
P Kumar,2008-04-30,Feroz Shah Kotla,Delhi Daredevils,5.964912280701754,7.0,3.3333333333333335,5.964912280701754,8.0
R Dravid,2008-04-30,Feroz Shah Kotla,Delhi Daredevils,14.4,33.8,35.3,26.51219512195122,26.0
JH Kallis,2008-04-30,Feroz Shah Kotla,Delhi Daredevils,22.4,31.8,24.142857142857142,25.54736842105263,6.0
S Dhawan,2008-04-30,Feroz Shah Kotla,Royal Challengers Bangalore,30.6289592760181,30.076923076923077,28.291666666666668,30.6289592760181,19.0
LRPL Taylor,2008-04-30,Feroz Shah Kotla,Delhi Daredevils,18.833333333333332,20.77777777777778,25.0,18.833333333333332,0.0
G Gambhir,2008-04-30,Feroz Shah Kotla,Royal Challengers Bangalore,27.927152317880793,37.111111111111114,32.35,27.927152317880793,50.0
R Bhatia,2008-04-30,Feroz Shah Kotla,Royal Challengers Bangalore,7.276595744680851,11.75,9.666666666666666,7.276595744680851,9.0
SC Ganguly,2008-05-01,Sawai Mansingh Stadium,Rajasthan Royals,18.2,26.5,31.625,24.089285714285715,5.0
DNT Zoysa,2008-05-01,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,5.5,5.5,1.0,5.5,10.0
RR Sarwan,2008-05-01,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,18.25,15.0,15.0,18.25,31.0
LR Shukla,2008-05-01,Sawai Mansingh Stadium,Rajasthan Royals,12.272727272727273,4.0,14.666666666666666,12.272727272727273,7.0
WP Saha,2008-05-01,Sawai Mansingh Stadium,Rajasthan Royals,20.517482517482517,5.666666666666667,10.466666666666667,20.517482517482517,59.0
Salman Butt,2008-05-01,Sawai Mansingh Stadium,Rajasthan Royals,27.571428571428573,7.0,15.5,27.571428571428573,4.0
BJ Hodge,2008-05-01,Sawai Mansingh Stadium,Rajasthan Royals,22.22222222222222,20.266666666666666,14.833333333333334,22.22222222222222,1.0
RP Singh,2008-05-01,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,1.8571428571428572,3.8333333333333335,2.0,1.8571428571428572,2.0
Shahid Afridi,2008-05-01,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,9.0,5.2,13.0,9.0,1.0
DB Das,2008-05-01,Sawai Mansingh Stadium,Rajasthan Royals,13.818181818181818,11.5,18.0,13.818181818181818,5.0
SK Warne,2008-05-01,Sawai Mansingh Stadium,Kolkata Knight Riders,7.333333333333333,6.0,5.666666666666667,7.333333333333333,7.0
YK Pathan,2008-05-01,Sawai Mansingh Stadium,Kolkata Knight Riders,30.8,17.25,21.8,21.058823529411764,8.0
RA Jadeja,2008-05-01,Sawai Mansingh Stadium,Kolkata Knight Riders,16.43888888888889,19.625,17.576923076923077,16.43888888888889,0.0
KC Sangakkara,2008-05-01,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,35.0,15.625,31.0,24.808823529411764,28.0
GC Smith,2008-05-01,Sawai Mansingh Stadium,Kolkata Knight Riders,25.482758620689655,35.2,13.666666666666666,25.482758620689655,35.0
SB Bangar,2008-05-01,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,7.0,4.333333333333333,3.0,7.0,17.0
DPMD Jayawardene,2008-05-01,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,23.17948717948718,28.0,31.285714285714285,23.17948717948718,10.0
I Sharma,2008-05-01,Sawai Mansingh Stadium,Rajasthan Royals,2.7142857142857144,1.0,1.25,2.7142857142857144,4.0
SA Asnodkar,2008-05-01,Sawai Mansingh Stadium,Kolkata Knight Riders,22.263157894736842,39.75,23.0,22.263157894736842,32.0
HH Gibbs,2008-05-01,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,24.61111111111111,16.75,22.6,24.61111111111111,5.0
Y Venugopal Rao,2008-05-01,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,18.942307692307693,31.142857142857142,13.11111111111111,18.942307692307693,23.0
DJ Hussey,2008-05-01,Sawai Mansingh Stadium,Rajasthan Royals,21.8,32.0,17.857142857142858,21.672131147540984,71.0
Umar Gul,2008-05-01,Sawai Mansingh Stadium,Rajasthan Royals,9.75,2.0,4.5,9.75,6.0
RG Sharma,2008-05-01,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,26.41434262948207,33.0,27.958333333333332,26.41434262948207,57.0
VVS Laxman,2008-05-01,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,20.6,22.0,29.0,14.1,52.0
Sohail Tanvir,2008-05-01,Sawai Mansingh Stadium,Kolkata Knight Riders,7.2,3.0,8.0,7.2,6.0
M Rawat,2008-05-01,Sawai Mansingh Stadium,Kolkata Knight Riders,5.0,3.0,3.0,5.0,1.0
SR Watson,2008-05-01,Sawai Mansingh Stadium,Kolkata Knight Riders,32.4,30.17241379310345,29.941176470588236,27.5177304964539,14.0
SE Marsh,2008-05-01,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,36.072463768115945,48.666666666666664,31.666666666666668,36.072463768115945,40.0
AB Agarkar,2008-05-01,Sawai Mansingh Stadium,Rajasthan Royals,9.944444444444445,20.0,9.75,9.944444444444445,1.0
AC Gilchrist,2008-05-01,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,31.8,22.444444444444443,23.5,25.8625,10.0
M Kaif,2008-05-01,Sawai Mansingh Stadium,Kolkata Knight Riders,14.6,11.2,23.333333333333332,11.772727272727273,4.0
AB Dinda,2008-05-01,Sawai Mansingh Stadium,Rajasthan Royals,1.625,1.0,0.5,1.625,1.0
Yuvraj Singh,2008-05-01,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,30.4,14.916666666666666,14.75,21.857142857142858,17.0
S Dhawan,2008-05-02,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,29.2,29.833333333333332,36.44827586206897,30.6289592760181,1.0
V Sehwag,2008-05-02,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,41.4,13.5,28.928571428571427,26.23076923076923,40.0
AB de Villiers,2008-05-02,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,30.476470588235294,31.285714285714285,21.28,30.476470588235294,21.0
S Badrinath,2008-05-02,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,22.16923076923077,17.52,23.125,22.16923076923077,15.0
JA Morkel,2008-05-02,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,14.552238805970148,19.48,10.0,14.552238805970148,42.0
MS Dhoni,2008-05-02,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,34.4,26.627906976744185,25.63157894736842,22.99561403508772,1.0
SP Fleming,2008-05-02,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,19.6,16.0,28.5,19.6,0.0
SK Raina,2008-05-02,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,27.68,28.304347826086957,23.045454545454547,27.68,27.0
PA Patel,2008-05-02,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,18.4,24.7,19.125,20.941176470588236,0.0
S Vidyut,2008-05-02,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,18.125,20.666666666666668,47.0,18.125,5.0
G Gambhir,2008-05-02,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,44.8,26.714285714285715,26.8125,27.927152317880793,1.0
AB Agarkar,2008-05-03,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,9.944444444444445,1.0,5.0,9.944444444444445,15.0
IK Pathan,2008-05-03,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,11.0,13.11111111111111,19.25,14.024390243902438,17.0
SB Bangar,2008-05-03,M Chinnaswamy Stadium,Royal Challengers Bangalore,7.0,17.0,17.0,7.0,3.0
VVS Laxman,2008-05-03,M Chinnaswamy Stadium,Royal Challengers Bangalore,31.0,52.0,31.0,14.1,10.0
JH Kallis,2008-05-03,M Chinnaswamy Stadium,Deccan Chargers,22.0,24.25,26.545454545454547,25.54736842105263,0.0
B Chipli,2008-05-03,M Chinnaswamy Stadium,Deccan Chargers,13.333333333333334,6.666666666666667,10.0,13.333333333333334,2.0
BJ Hodge,2008-05-03,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,22.22222222222222,22.666666666666668,23.5,22.22222222222222,10.0
K Goel,2008-05-03,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,15.0,13.2,7.666666666666667,13.625,1.0
AS Yadav,2008-05-03,M Chinnaswamy Stadium,Royal Challengers Bangalore,8.166666666666666,3.0,5.5,8.166666666666666,8.0
Yuvraj Singh,2008-05-03,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,29.2,25.153846153846153,21.444444444444443,21.857142857142858,1.0
SB Styris,2008-05-03,M Chinnaswamy Stadium,Royal Challengers Bangalore,13.1,2.0,8.0,13.1,36.0
PP Chawla,2008-05-03,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,7.255813953488372,8.0,6.444444444444445,7.255813953488372,17.0
Mohammad Hafeez,2008-05-03,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,9.8,13.0,13.0,8.0,5.0
WP Saha,2008-05-03,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,20.517482517482517,27.0,19.428571428571427,20.517482517482517,17.0
DB Das,2008-05-03,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,13.818181818181818,3.0,10.25,13.818181818181818,27.0
JR Hopes,2008-05-03,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,21.94736842105263,41.75,18.666666666666668,21.94736842105263,5.0
DPMD Jayawardene,2008-05-03,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,16.8,15.125,37.583333333333336,23.17948717948718,17.0
SC Ganguly,2008-05-03,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,17.2,23.666666666666668,33.57142857142857,24.089285714285715,20.0
Shahid Afridi,2008-05-03,M Chinnaswamy Stadium,Royal Challengers Bangalore,9.0,1.0,1.0,9.0,20.0
MV Boucher,2008-05-03,M Chinnaswamy Stadium,Deccan Chargers,18.8,7.875,10.5,17.130434782608695,50.0
AC Gilchrist,2008-05-03,M Chinnaswamy Stadium,Royal Challengers Bangalore,29.2,31.75,33.54545454545455,25.8625,54.0
SE Marsh,2008-05-03,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,36.072463768115945,38.38095238095238,26.571428571428573,36.072463768115945,39.0
DJ Hussey,2008-05-03,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,33.6,25.923076923076923,19.6,21.672131147540984,26.0
LR Shukla,2008-05-03,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,19.0,7.0,6.0,12.272727272727273,11.0
P Kumar,2008-05-03,M Chinnaswamy Stadium,Deccan Chargers,14.4,8.454545454545455,6.0,5.964912280701754,0.0
V Kohli,2008-05-03,M Chinnaswamy Stadium,Deccan Chargers,17.4,32.310344827586206,30.6,32.84426229508197,34.0
KC Sangakkara,2008-05-03,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,29.8,37.09090909090909,21.6,24.808823529411764,50.0
Misbah-ul-Haq,2008-05-03,M Chinnaswamy Stadium,Deccan Chargers,14.625,14.5,18.5,14.625,8.0
RG Sharma,2008-05-03,M Chinnaswamy Stadium,Royal Challengers Bangalore,47.0,20.666666666666668,25.580645161290324,26.41434262948207,23.0
R Dravid,2008-05-03,M Chinnaswamy Stadium,Deccan Chargers,19.2,20.214285714285715,30.818181818181817,26.51219512195122,66.0
HH Gibbs,2008-05-03,M Chinnaswamy Stadium,Royal Challengers Bangalore,24.61111111111111,3.5,27.428571428571427,24.61111111111111,10.0
W Jaffer,2008-05-03,M Chinnaswamy Stadium,Deccan Chargers,16.25,25.0,24.5,16.25,0.0
SS Tiwary,2008-05-04,Dr DY Patil Sports Academy,Delhi Daredevils,20.465753424657535,16.25,24.666666666666668,20.465753424657535,4.0
SK Raina,2008-05-04,Sawai Mansingh Stadium,Rajasthan Royals,28.6,25.0,27.391304347826086,27.68,32.0
M Muralitharan,2008-05-04,Sawai Mansingh Stadium,Rajasthan Royals,2.2222222222222223,2.5,3.6666666666666665,2.2222222222222223,0.0
Shoaib Malik,2008-05-04,Dr DY Patil Sports Academy,Mumbai Indians,10.4,24.0,24.0,10.4,2.0
SR Watson,2008-05-04,Sawai Mansingh Stadium,Chennai Super Kings,31.0,30.17241379310345,40.0,27.5177304964539,32.0
S Vidyut,2008-05-04,Sawai Mansingh Stadium,Rajasthan Royals,18.125,5.0,10.5,18.125,40.0
M Ntini,2008-05-04,Sawai Mansingh Stadium,Rajasthan Royals,5.5,11.0,11.0,5.5,0.0
S Badrinath,2008-05-04,Sawai Mansingh Stadium,Rajasthan Royals,22.16923076923077,15.0,19.25,22.16923076923077,0.0
SA Asnodkar,2008-05-04,Sawai Mansingh Stadium,Chennai Super Kings,22.263157894736842,39.75,27.4,22.263157894736842,39.0
MS Dhoni,2008-05-04,Sawai Mansingh Stadium,Rajasthan Royals,34.2,24.166666666666668,23.041666666666668,22.99561403508772,23.0
KD Karthik,2008-05-04,Dr DY Patil Sports Academy,Mumbai Indians,20.78540772532189,14.0,16.46153846153846,20.78540772532189,6.0
GD McGrath,2008-05-04,Dr DY Patil Sports Academy,Mumbai Indians,2.0,0.0,0.0,2.0,4.0
GC Smith,2008-05-04,Sawai Mansingh Stadium,Chennai Super Kings,25.482758620689655,35.2,39.5,25.482758620689655,5.0
PA Patel,2008-05-04,Sawai Mansingh Stadium,Rajasthan Royals,15.4,33.0,19.4375,20.941176470588236,4.0
G Gambhir,2008-05-04,Dr DY Patil Sports Academy,Mumbai Indians,33.4,27.5,22.238095238095237,27.927152317880793,80.0
Mohammad Asif,2008-05-04,Dr DY Patil Sports Academy,Mumbai Indians,1.5,0.0,0.0,1.5,3.0
DJ Thornely,2008-05-04,Dr DY Patil Sports Academy,Delhi Daredevils,9.75,30.0,30.0,9.75,1.0
ST Jayasuriya,2008-05-04,Dr DY Patil Sports Academy,Delhi Daredevils,18.2,23.333333333333332,26.75,25.6,18.0
SM Pollock,2008-05-04,Dr DY Patil Sports Academy,Delhi Daredevils,26.2,32.0,24.5,18.375,0.0
RR Raje,2008-05-04,Dr DY Patil Sports Academy,Delhi Daredevils,4.0,6.0,3.5,4.0,1.0
V Sehwag,2008-05-04,Dr DY Patil Sports Academy,Mumbai Indians,47.0,38.5,30.785714285714285,26.23076923076923,23.0
DJ Bravo,2008-05-04,Dr DY Patil Sports Academy,Delhi Daredevils,29.4,15.0,12.090909090909092,14.181818181818182,1.0
S Dhawan,2008-05-04,Dr DY Patil Sports Academy,Mumbai Indians,19.0,9.8,32.17857142857143,30.6289592760181,59.0
YV Takawale,2008-05-04,Dr DY Patil Sports Academy,Delhi Daredevils,19.2,20.5,14.0,19.2,27.0
SP Fleming,2008-05-04,Sawai Mansingh Stadium,Rajasthan Royals,19.6,0.0,3.5,19.6,14.0
VY Mahesh,2008-05-04,Dr DY Patil Sports Academy,Mumbai Indians,3.0,3.0,3.0,3.0,0.0
PJ Sangwan,2008-05-04,Dr DY Patil Sports Academy,Mumbai Indians,1.8571428571428572,2.0,4.0,1.8571428571428572,0.0
R Bhatia,2008-05-04,Dr DY Patil Sports Academy,Mumbai Indians,7.276595744680851,5.0,5.555555555555555,7.276595744680851,2.0
Joginder Sharma,2008-05-04,Sawai Mansingh Stadium,Rajasthan Royals,7.2,0.0,0.0,7.2,16.0
YK Pathan,2008-05-04,Sawai Mansingh Stadium,Chennai Super Kings,30.4,17.25,18.157894736842106,21.058823529411764,1.0
AB de Villiers,2008-05-04,Dr DY Patil Sports Academy,Mumbai Indians,30.476470588235294,21.0,32.958333333333336,30.476470588235294,0.0
RV Uthappa,2008-05-04,Dr DY Patil Sports Academy,Delhi Daredevils,25.8,20.545454545454547,27.952380952380953,25.14720812182741,34.0
AM Nayar,2008-05-04,Dr DY Patil Sports Academy,Delhi Daredevils,20.6,18.166666666666668,8.4,13.44,12.0
JA Morkel,2008-05-04,Sawai Mansingh Stadium,Rajasthan Royals,14.552238805970148,21.666666666666668,25.4,14.552238805970148,29.0
MS Gony,2008-05-04,Sawai Mansingh Stadium,Rajasthan Royals,6.6,1.0,2.0,6.6,15.0
P Kumar,2008-05-05,M Chinnaswamy Stadium,Kings XI Punjab,10.8,8.454545454545455,8.4,5.964912280701754,4.0
R Dravid,2008-05-05,M Chinnaswamy Stadium,Kings XI Punjab,26.0,20.214285714285715,25.0,26.51219512195122,5.0
W Jaffer,2008-05-05,M Chinnaswamy Stadium,Kings XI Punjab,22.0,25.0,0.0,16.25,5.0
A Kumble,2008-05-05,M Chinnaswamy Stadium,Kings XI Punjab,2.3333333333333335,1.6666666666666667,2.25,2.3333333333333335,0.0
DPMD Jayawardene,2008-05-05,M Chinnaswamy Stadium,Royal Challengers Bangalore,19.8,18.5,15.555555555555555,23.17948717948718,8.0
CL White,2008-05-05,M Chinnaswamy Stadium,Kings XI Punjab,21.57777777777778,20.428571428571427,16.5,21.57777777777778,30.0
